1,重庆在这次抗疫中表现真的很棒了，从开始的重点区域到现在十四天无新增，感谢在前线工作的人们！
1,二级响应是适当进行发展经济，不代表可以松懈
1,快开学吧快开学吧
1,太棒啦加油
1,开学的日子不远了
1,厉害了，第一个直辖市下调，还记得四个直辖市同一天一级响应，1月24日，天津第一个，北京第二个，上海第三个，重庆第四个。希望疫情早日结束。
1,加油
1,第一个下调的直辖市，希望天津跟上
1,重庆不容易啊，刚开始一直第三名挂着，然后大批医务人员支持孝感，现在终于14天无感染，对前线的工作人员表达最诚挚的感谢！
1,太棒了，终于要过去了，加油，争取早日恢复正常
1,二级响应，一级防控
1,大重庆加油！！！还是不能松懈呀
1,重庆一定会越来越好的，加油。
1,祝我大重庆早日恢复正常
1,加油加油
1,那就是重庆去其他省市不用被隔离了吧？
1,加油
1,我仿佛看到了开学在向我招手
1,慢慢都恢复正常啦
1,加油加油！！
1,重庆加油出门的时候都会放心一些了武汉加油！！各省市加油！！中国加油！！
1,重庆优秀！！
1,中国真优秀！重庆人民终于快要自由了。请各位吐口水的人士不要在公共场合随地吐痰？？我们这些年轻点的也给他们灌输下这个意识叭看到真的打脑壳。愿全球早日打赢这场抗疫战争。我们一起加油
1,一个月来最开心的事，大家辛苦了，继续加油
1,[米奇比心][米奇比心][米奇比心]
1,哈哈哈哈，开心，终于！！
1,很nice
1,重庆加油我想回学校了都
1,我们重庆棒棒
1,加油加油   重庆雄起
1,太好啦
1,加油！都在向好！
1,湖北得外出务工的人，怎么对待呢，好失望
1,大重庆
1,太好了，希望早点结束疫情！
1,加油小重庆[冰雪奇缘雪宝]
1,春暖花开乐
1,太棒啦加油
1,有一种胜利我们叫它“关门大吉”
1,快点好起来吧
1,湖北快递呢
1,望疫情早日过去
1,越来越好了
1,继续加油
1,中国加油
1,好想开学
1,重庆
1,冲冲冲！我要回学校！大四狗遭不住
1,好消息！
1,但是我还是不想去公司上班肿么破在家办公挺好的
1,在医院快两个月没回家了，希望能赶紧回家
1,在外的我看我第二家乡下调了由衷的兴奋，重庆加油！
1,重庆真的十天没有新增吗？？？。。。
1,期待4月重庆雄起
1,太棒了，加油
1,大家加油
1,加油加油！开学有望了
1,大学可以等全国稳定了再开学吗
1,请求关注一下顺丰集团在新加坡设的分部，积压上百人寄回国的战疫物资20多天不发的事情。
1,真棒
1,重庆很棒！！开心
1,有没有外籍输入这个要弄清楚以免后患
1,明天老公就要上班了，虽说调为二级响应，但并不代表就可以放松警惕。除了上班，还是希望大家能自己呆在家里，听从国家安排安排，出门戴口罩，不聚集，待真正的春暖花开之日！
1,冲鸭！我要开学！我想重庆了
1,别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学别开学
1,学校是否考虑开专列然后集体隔离以便早日开学呀浙江那会还是很有魄力的
1,冲鸭
1,我要回学校
1,太好了，这样高铁有望了
1,在沙坪坝的我们真的感到很安心，从一开始感染人员蹭蹭蹭的上涨，到后来控制一路反超很多地区，越来越好，生活也没有因为疫情受到任何影响，重庆政府和各位一线工作人员，各阶段的工作人员，真心的辛苦了，硬核抗疫，巴巴掌给您们拍起来。
1,你们辛苦了
1,致敬最可爱的你们
1,致敬最可爱的医护人员！继续加油！​​​​
1,恭喜关门大吉
1,白衣天使谢谢
1,再见，永远不见
1,感谢白衣天使们的付出
1,致敬所有医护人员！
1,在中国发生疫情时，世界似乎觉得疫情离自己挺远；哪知道，一个月后，中国奇迹般地控制了疫情，但整个世界却全面告急了。现在，全球揪心地看着欧洲，也看着美国，同时还瞥向中国，期待中国更大的贡献。
1,关门大吉！我在等火神山、雷神山也关门！
1,谢幕了以后再也不见
1,致敬加油
1,致敬最可爱的白衣天使！继续加油
1,致敬最可爱的医护人员你们辛苦了！
1,今天空旷的方舱，曾经是白衣天使与死神抢夺生命的战场！向你们致敬！
1,辛苦了
1,休舱大吉！！！！致敬
1,致敬所有医护人员您们辛苦了(≧∇≦)/
1,致敬最可爱的你们
1,感谢你们
1,国之栋梁真正的英雄，向所有一线的医护人员致敬！
1,由衷赞叹这真是一个中国奇迹！感谢一线的所有医护人员！
1,辛苦了
1,谢谢你们辛苦了
1,辛苦了，感谢
1,感谢白衣天使们的付出…你们辛苦了
1,致敬白衣天使，辛苦了
1,辛苦你们了，英雄们，好好休息一阵，养好身体！
1,这张图拍得真好
1,关门大吉大吉大利
1,恭喜终于关门大吉致敬辛苦了
1,致敬每一位一线工作者
1,真的，关张大吉
1,致敬前线最可爱的医护人员，你们辛苦了！
1,感谢他们，等他们回来
1,太不容易了，希望以后不再有传染病
1,致敬最可爱的医护人员，辛苦了
1,向所有工作人员致敬
1,曙光就在前头！期待雷神山、火神山医院也关门大吉！
1,辛苦了
1,谢谢你们夜以继日的守护
1,谢谢所有的白衣天使们
1,感谢白衣天使的默默守护，辛苦了。
1,致敬一线守护的所有人辛苦了
1,致敬最可爱的医护人员！继续加油！​​​​
1,这图看的想哭
1,致敬最可爱的医护人员！继续加油！你们辛苦了！
1,谢谢，再见
1,辛苦了(≧∇≦)/
1,就算我希望晚点开学，也始终期待一切恢复如初。真的辛苦了，谢谢
1,致敬最可爱的医护人员！继续加油！​​​​
1,真好，希望所有的都早点关门
1,哎这个图看了好想哭呀
1,辛苦了，最美的人
1,致敬最可爱的白衣天使们   你们辛苦啦
1,休舱大吉致敬最可爱的医护人员
1,辛苦了最可爱的白衣天使
1,感谢你们，你们辛苦了，好好休息。
1,关门大吉，永不再见!
1,加油加油
1,有种看着就想哭的感觉这里承载了多少的生命啊
1,关门大吉!幸苦了
1,你们是最美的天使辛苦了致敬
1,关舱大吉啊
1,你们辛苦了！！
1,感恩，感谢！疫情过后一定要记住他们、尊重他们！！！
1,我想哭，太好了……
1,致敬最可爱的医护人员！继续加油！​​​​愿早日凯旋
1,感谢你们
1,感谢白衣天使，加油
1,加油武汉加油中国
1,武汉人民是最英雄的人民
1,真的要感谢武汉人民，如果不是他们的付出，也不会这么快控制住疫情
1,武汉是座英雄城市，人民也是英雄的人民！
1,辛苦大大
1,全世界都应该感谢武汉
1,感谢
1,泪目...这一个月..大家都辛苦了
1,这段时间只有满满的感动和感谢。感谢党和国家，感谢所有帮助武汉度过艰难时期的人
1,感谢武汉人民！
1,武汉加油，中国加油
1,武汉人民也感谢大家
1,武汉是一座英雄的城市！
1,大大辛苦了！
1,感谢
1,加油加油加油
1,武汉加油
1,武汉加油，一切会好起来的！
1,武汉加油，中国加油
1,愿一切都好起来
1,我的祖国最强大！
1,感谢
1,感谢！
1,好亲切
1,加油加油加油加油加油加油加油
1,感谢
1,武汉加油
1,感谢
1,感谢
1,加油武汉
1,加油中国
1,心疼武汉，赶快好起来
1,加油
1,都辛苦啦
1,武汉加油中国加油
1,辛苦了
1,加油！
1,加油！再坚持一会！
1,感谢
1,感谢武汉人民
1,武汉加油，中国必胜
1,感谢武汉人民
1,武汉人民是英雄的人民，武汉是英雄的城市
1,感谢武汉
1,感谢
1,加油都会好的
1,感谢
1,武汉加油！中国加油！
1,加油
1,谢谢
1,武汉加油！
