1,致敬
1,你们辛苦啦
1,致敬
1,大家好  我叫“苏明玉”
1,致敬一个个平凡又不平凡的人！你们是我们的骄傲！
1,辛苦了
1,致敬白衣天使，待平安归来
1,致敬大家辛苦了！
1,你的名字是你最好的名牌！！
1,加油
1,致敬
1,胜利在望，中国
1,加油
1,愿疫情早日结束
1,我这个滞留在湖北的外省人，是不是马上可以回家了！！！！？？？
1,加油
1,慢慢变好了可喜可贺
1,请大声说出来湖北隔离了五十天的健康滞留人员风险远低于入境人员，他们需要复工，请给他们一条生路，让他们安全有序离开。他们按政府要求默默支持了那么多天，不需要掌声，只需要理解，只需要一个湖北政府允许离开的政策！！！！
1,看到这个数据，真的一秒鼻酸。感谢为这场无硝烟的战役宅在家的每一个人。更感谢一直在一线累死累活的医生和志愿者还有执勤人员
1,我我我我我好想开学！！！
1,武汉加油
1,谢谢武汉和武汉人民
1,快好了
1,郑州输入患者太气人了，语气好拽“我没看新闻！我不知道！”你不知道你干嘛瞒报路线
1,隐瞒...意大利最高可判21年...
1,意大利违反隔离规定的可以处21年以上有期徒刑，咱们也可以借鉴一下，瞒报确诊的也这样
1,对不起，我就直接觉得，入境人员，不管哪国的，都应该统一隔离，当然如果现在能限制出入境更好。别说费用巨大，万一真哪个感染了，请问那到时候的损失大不大呢？又要多少花费呢？？
1,对于瞒报行为必须严惩不贷
1,瞒报的打全名  让大家看看谁这么不要脸！
1,扩散没用，想瞒报的知道政策也会瞒报，拘留三五天根本没用。唯一有效的就是杀一儆百，一旦发现立即严惩，才能杜绝“以身试险”的侥幸心理
1,瞒报上征信吧，这种人根本就没有任何信用可言
1,这个可以学一下意大利！估计就没人敢了
1,全部集中隔离不管从哪来的搞自觉那套是太相信人性了没必要也不安全！！！
1,严惩不贷！
1,必须有强硬的措施才行，不然那些人根本不当回事的
1,光喊口号，对杨大爷还不是点头哈腰，别国当时都是禁止中国人进入的，我们为什么不可以特殊时期禁止外国人进入？
1,必须严惩不贷
1,瞒报是何居心！！
1,国际形势风云变幻，请国家把海关收集的入境健康申报人员信息，每天汇总发给各省各市各社区，直达社区重点监控，联防联控，提前布控！防止应隔离人员到处走动，监控早于立案，不给瞒报人祸害空间
1,零容忍吗？为什么河南那一家子还活着？
1,不要管瞒不瞒报，直接统一隔离，不统一隔离造成的经济损失要比隔离的经济成本高出太多太多了。
1,最简单的方法，落地隔离14天，
1,不能宽容
1,人家愿意理睬你么？
1,这……严惩不贷
1,瞒报的必须严惩！这样的人一点公德心都没有
1,外国回来，直接隔离就妥了，那那么多事，我们在家呆了将近两个月，医护人员和热心人士咱们都有付出，有难同当，千万不要放过一条漏网之鱼！
1,严控输入，要自带隔离费
1,江苏淮安淮阴区渔沟镇这现在让拆迁，还没给房子，这种时期要自己租房子，有人管管吗
1,我认为是时候限制入境了，全球疫情严峻，再不限制病毒会卷土从来，到时候前功尽弃损失更大！美国，俄罗斯等多国都采取限制，疫情严峻我们为什么不马上行动，不要让武汉的悲剧在中国重演！
1,为什么不是一入境就强制隔离观察？
1,北京机场防控也太松了吧
1,不容姑息！
1,严防严控零容忍
1,不仅依法严肃处理，还要让他们自费治疗
1,必须严惩不贷！
1,干！
1,先判几个人让别人知道瞒报的结果有多严重就可以了。说再多，别人根本不怕。
1,隐瞒不报者，建议直接击毙
1,说实话人家不填实话又能怎样，只能强制隔离了（自费）
1,现在主要是防止境外输入，保护好来之不易的抗疫成果
1,严防境外输入！！！
1,零容忍！最好拒绝入境！
1,严防境外输入！！！！隐瞒出境史的必须严惩！
1,瞒报的就得严肃处理
1,不要当毒王。
1,怎么可能每个人都诚实？如果不诚实会对社会带来多大的影响？判刑就可以避免危害了吗？他就是不说怎么办？所以，入境着陆在祖国大陆就直接去隔离14天！像北京一样，不到14天不能出小区啊？由于境外人不多，所以一个城市设置一个隔离点就够了吧？不然怎么办？看着一个个瞒报，潜在的危害。
1,我就想说居家观察的万一有病无症状传染了父母父母出门传染他人怎么办这是在搞笑吗
1,最好全世界各国都原地不动，自给自足
1,瞒报必须严惩！
1,必须严惩。两个月艰苦历程换来的胜利成果不能被一小撮不负责任的人毁灭。与国与民与医务人员，尤其在这场战役中牺牲的英雄们，都是极其严重的不负责任的卑劣行为。
1,瞒报一律入刑吧！
1,瞒报的直接判刑吧，这种人不配得到免费治疗。
1,对那些刻意瞒报，却认为没有造成后果的也要严厉处罚。因为一旦发现，就要检查，增加了工作人员的工作强度，浪费了资源。​​​
1,希望瞒报的得了新冠费用自己承担，好之后坐两年牢以上，看谁还敢瞒报
1,过去十四日有没有接触确诊患者，接触了也可以假装不知道。过去十四日去过的国家和地区，现在还有绝对安全的国家和地区么，何况一路上同行的人来自哪里都不清楚。
1,请不要害自己的祖国，好不容易控制下来
1,郑州那个真是绝了，爸妈就没教过社会责任感是什么，就算退烧隐瞒回国至少下了飞机直接去医院不好吗，坐什么火车上什么班啊
1,严防境外输入
1,我们总经理马上要从美国飞回来了，说回来就居家隔离
1,各省市机场、水陆关口入境者应该无差别、集中、自费进行隔离。郑州郭伟鹏病例提醒我们，入境处的询问流于形式，造成蠢而坏的小人钻了空子，导致境外病毒携带者下飞机顺利乘列车离京返乡，一路殃及数个省市亿人。
1,0容忍，严惩不贷！
1,谁瞒报谁负责承担费用
1,零容忍！！！
1,前有人提议航班全落武汉，后遭人痛骂，但作为武汉人其实认真考虑这确是个办法，武汉抗疫资源现成的，又是九省通衢，外面回来按照规定检查，隔离，观察，再往各处，为中国其他地方正常生产生活充当一道警戒线，免得疫情再有反复，国家四处救火。当然这又得武汉的老百姓们做出一定的牺牲。
1,入境人员无论国籍，统一强制隔离14天。
1,就想看北京入境机场怎么防控的，为什么出现郑州事件，记者不采访一下北京入境流程嘛
1,防控成效来之不易，隐瞒者严惩不贷
1,意大利最高判21年，麻烦咱也抄一下作业。拘留几天起不到震慑的作用。
